source,source_entry,date_day,date_month,date_year,actor_id,actor_first_name,actor_surname,wikidata_name,place_of_birth,position_held,occupation,sex_or_gender,country_of_citizenship,wikidata_uri,role,role_en,role_en_reconciled,status,status_en,phase
BRGA818,12031641B,12,3,1641,2896,Peter Francois,Carega,"Peter Francois, Carega",,,,,,,painter,painter,painter,master,master,start
BRGA818,12031641B,12,3,1641,2829,Antoon,Van Opstal,Anthony van Opstal,Antwerp,,painter,male,,https://www.wikidata.org/wiki/Q90405764,painter,painter,painter,leermeester,mentor,former
BRGA818,12031641C,12,3,1641,2898,Peter,Van Gindertaelen,"Peter, Van Gindertaelen",,,,,,,painter,painter,painter,master,master,start
BRGA818,12031641C,12,3,1641,6024,Jacques,Faydherbe,"Jacques, Faydherbe",,,,,,,painter,painter,painter,leermeester,mentor,former
BRGA818,12031641D,12,3,1641,2900,Willem,Lauwers,"Willem, Lauwers",,,,,,,painter,painter,painter,master,master,start
BRGA818,12031641D,12,3,1641,2902,Maximiliaen,Van der Elst,"Maximiliaen, Van der Elst",,,,,,,painter,painter,painter,leermeester,mentor,former
BRGA818,12031641E,12,3,1641,2903,Jan Baptist,Piscador,"Jan Baptist, Piscador",,,,,,,goudslager,gold beater,gold beater,master,master,start
BRGA818,12031641E,12,3,1641,2905,Alexander,Bert,"Alexander, Bert",,,,,,,goudslager,gold beater,gold beater,leermeester,mentor,former
BRGA818,12031651,12,3,1651,3060,Jacques,Wauters,Jacques Wauters,,,journalist,male,Belgium,https://www.wikidata.org/wiki/Q64771382,member,member,member,master,master,start
BRGA818,12031651,12,3,1651,2949,Antoon,Van Beveren,"Antoon, Van Beveren",,,,,,,member,member,member,leermeester,mentor,former
BRGA818,12031690,12,3,1690,5671,Egidius Jan,Schoreels,"Egidius Jan, Schoreels",,,,,,,member,member,member,meesterszoon,master's son,start
BRGA818,12041663,12,4,1663,5634,Willem,Niemans,Willem A Nieman,,,researcher,,,https://www.wikidata.org/wiki/Q91750733,glazier,glazier,glazier,apprentice,apprentice,start
BRGA818,12041663,12,4,1663,2187,Erasmus,Crock,"Erasmus, Crock",,,,,,,glazier,glazier,glazier,leermeester,mentor,start
BRGA818,12051610,12,5,1610,2886,Willem,Van Beyeren,"Willem, Van Beyeren",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,12051610,12,5,1610,6473,Jacques,Van Worms,"Jacques, Van Worms",,,,,,,painter,painter,painter,leermeester,mentor,start
BRGA818,12051640,12,5,1640,2849,Lucas,Van der Straeten,Lucas van der Straeten,,,,male,,https://www.wikidata.org/wiki/Q110640501,member,member,member,apprentice,apprentice,start
BRGA818,12051640,12,5,1640,2851,Everard,Rurinckx,"Everard, Rurinckx",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,12051660,12,5,1660,3751,Gillis,Van der Nieuwerstadt,"Gillis, Van der Nieuwerstadt",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,12051660,12,5,1660,3268,Peter [b],Van Gindertaelen,"Peter [b], Van Gindertaelen",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,12051669A,12,5,1669,5504,Jan Baptist,Van Geel,"Jan Baptist, Van Geel",,,,,,,painter,painter,painter,meesterszoon,master's son,start
BRGA818,12051669B,12,5,1669,5505,Philips,Van Dapels,Philip van Dapels,,,painter,male,Habsburg Netherlands,https://www.wikidata.org/wiki/Q21553138,painter,painter,painter,master,master,start
BRGA818,12051672,12,5,1672,3258,Jan,Van den Bosch,"Jan, Van den Bosch",,,,,,,glazier,glazier,glazier,master,master,start
BRGA818,12061608A,12,6,1608,5777,Jan,Claerbodts,"Jan, Claerbodts",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,12061608A,12,6,1608,6132,Jan,Mattheus,"Jan, Mattheus",,,,,,,painter,painter,painter,leermeester,mentor,start
BRGA818,12061608B,12,6,1608,6360,Philips,De Backer,"Philips, De Backer",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,12061608B,12,6,1608,6065,Francois,Tons,"Francois, Tons",,,,,,,painter,painter,painter,leermeester,mentor,start
BRGA818,12061631,12,6,1631,3036,Jan,Arys,"Jan, Arys",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,12061631,12,6,1631,6473,Jacques,Van Worms,"Jacques, Van Worms",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,12061643A,12,6,1643,2956,Cornelis,Van den Dries,"Cornelis, Van den Dries",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,12061643A,12,6,1643,2868,Jan,Geeraerts,Jan Geeraerts,Antwerp,,painter,male,Belgium,https://www.wikidata.org/wiki/Q21345506,member,member,painter,leermeester,mentor,start
BRGA818,12061643B,12,6,1643,511,Jan,Claessens,"Jan, Claessens",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,12061643B,12,6,1643,480,Louis,De Vadder,Lodewijk de Vadder,Grimbergen,,painter,male,Habsburg Netherlands,https://www.wikidata.org/wiki/Q1374732,member,member,painter,leermeester,mentor,start
,,,,,,,,,,,printmaker,,,,,,member,,,
BRGA818,12061643C,12,6,1643,2958,Willem,Moreau,"Willem, Moreau",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,12061643C,12,6,1643,6084,Peter,Coppens,"Peter, Coppens",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,12061645A,12,6,1645,471,Daniel,Leyniers,"Daniel, Leyniers",,,,,,,member,member,member,meesterszoon,master's son,start
BRGA818,12061645B,12,6,1645,3039,Nicolaes,De Smedt,"Nicolaes, De Smedt",,,,,,,member,member,member,master,master,start
BRGA818,12061645B,12,6,1645,5926,Peter,Van der Plas,Pieter van der Plas,City of Brussels,,painter,male,Habsburg Netherlands,https://www.wikidata.org/wiki/Q2792123,member,member,painter,leermeester,mentor,former
BRGA818,12061645C,12,6,1645,3041,Carel Alexander,Van Geel,"Carel Alexander, Van Geel",,,,,,,member,member,member,master,master,start
BRGA818,12061645C,12,6,1645,2932,Jan,Van Velthoven,"Jan, Van Velthoven",,,,,,,member,member,member,leermeester,mentor,former
BRGA818,12061645D,12,6,1645,3045,Salomon,Noveliers,Salomon Noveliers,,court painter,painter,male,Southern Netherlands,https://www.wikidata.org/wiki/Q130396528,member,member,painter,meesterszoon,master's son,start
,,,,,,,,,,,art dealer,,,,,,member,,,
,,,,,,,,,,,curator,,,,,,member,,,
BRGA818,12061645D,12,6,1645,2821,David,Noveliers,"David, Noveliers",,,,,,,member,member,member,master,master,former
BRGA818,12061645E,12,6,1645,5780,Jacques Antoon,De Meester,"Jacques Antoon, De Meester",,,,,,,member,member,member,master,master,start
BRGA818,12071608,12,7,1608,6368,Alexander,Levens,"Alexander, Levens",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,12071608,12,7,1608,5995,Peter,Noveliers,Peter Noveliers,,court painter,painter,male,Southern Netherlands,https://www.wikidata.org/wiki/Q130396271,member,member,painter,leermeester,mentor,start
,,,,,,,,,,,curator,,,,,,member,,,
BRGA818,12071640,12,7,1640,2883,Jan Gerard,Du Chateau,"Jan Gerard, Du Chateau",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,12071640,12,7,1640,5874,Jan,Meysens,Joannes Meyssens,Brussels metropolitan area,,painter,male,Southern Netherlands,https://www.wikidata.org/wiki/Q1992959,member,member,painter,leermeester,mentor,start
,,,,,,,,,,,visual artist,,,,,,member,,,
BRGA818,12071676,12,7,1676,5391,Jan,Caffmeyer,"Jan, Caffmeyer",,,,,,,glazier,glazier,glazier,master,master,start
BRGA818,12071683,12,7,1683,5586,Jacob,Van Haettem,"Jacob, Van Haettem",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,12071683,12,7,1683,513,Lucas,Achtschellinck,Lucas Achtschellinck,City of Brussels,,painter,male,Spanish Netherlands,https://www.wikidata.org/wiki/Q1873054,painter,painter,painter,leermeester,mentor,start
BRGA818,12071686,12,7,1686,5616,Nicolaes,Pletinckx,"Nicolaes, Pletinckx",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,12071686,12,7,1686,3033,Jan,Van Daele,Jan van Dalen,Antwerp,,painter,male,Habsburg Netherlands,https://www.wikidata.org/wiki/Q27957561,member,member,painter,leermeester,mentor,start
BRGA818,12081609,12,8,1609,6486,Dirick,Caussens,"Dirick, Caussens",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,12081609,12,8,1609,6087,Jacques,Roddaert,"Jacques, Roddaert",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,12081620,12,8,1620,6139,Cornelis,Floris,"Cornelis, Floris",,,,,,,painter,painter,painter,master,master,start
BRGA818,12081620,12,8,1620,6139,Cornelis,Floris,"Cornelis, Floris",,,,,,,painter,painter,painter,apprentice,apprentice,former
BRGA818,12081620,12,8,1620,6971,Cornelis,Floris,"Cornelis, Floris",,,,,,,painter,painter,painter,leermeester,mentor,former
BRGA818,12081653A,12,8,1653,3191,Cesar,Hermans,"Cesar, Hermans",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,12081653A,12,8,1653,2196,Willem,Van Schoor,Guilliam van Schoor,,,painter,male,,https://www.wikidata.org/wiki/Q18516541,member,member,painter,leermeester,mentor,start
BRGA818,12081653B,12,8,1653,3193,Peter,Van Waetom,"Peter, Van Waetom",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,12081653B,12,8,1653,509,Jacques,Artois,Jacques d'Arthois,City of Brussels,,painter,male,Southern Netherlands,,member,member,painter,leermeester,mentor,start
,,,,,,,,,,,drawer,,,,,,member,,,
BRGA818,12081653C,12,8,1653,3194,Peter Philips,Kavelleer,"Peter Philips, Kavelleer",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,12081653C,12,8,1653,3195,Godfried,Allaert,"Godfried, Allaert",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,12081653D,12,8,1653,3197,Philips,Boellon,"Philips, Boellon",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,12081653D,12,8,1653,2972,Peter,De Backer,Peter de Backer,,,carom billiards player,male,Belgium,https://www.wikidata.org/wiki/Q67131047,member,member,member,leermeester,mentor,start
,,,,,,,,,,,entrepreneur,,,,,,member,,,
,,,,,,,,,,,cue sports player,,,,,,member,,,
BRGA818,12081661A,12,8,1661,5684,Jan,Bousou,"Jan, Bousou",,,,,,,goudslager,gold beater,gold beater,apprentice,apprentice,start
BRGA818,12081661A,12,8,1661,3510,Jan,Raes,Jan Raes II,,,tapestry weaver,male,Southern Netherlands,,goudslager,gold beater,gold beater,leermeester,mentor,start
BRGA818,12081661B,12,8,1661,5685,Jan,Peneuner,"Jan, Peneuner",,,,,,,glazier,glazier,glazier,apprentice,apprentice,start
BRGA818,12081661B,12,8,1661,3136,Bartholomeus,Philipsens,"Bartholomeus, Philipsens",,,,,,,glazier,glazier,glazier,leermeester,mentor,start
BRGA818,12081661C,12,8,1661,5686,Willem,Commys,"Willem, Commys",,,,,,,goudslager,gold beater,gold beater,apprentice,apprentice,start
BRGA818,12081661C,12,8,1661,2801,Wolfaert,Wiedemans,"Wolfaert, Wiedemans",,,,,,,goudslager,gold beater,gold beater,leermeester,mentor,start
BRGA818,12081689,12,8,1689,150,Victor,Janssens,Victor Honoré Janssens,City of Brussels,,painter,male,Southern Netherlands,,painter,painter,painter,master,master,start
BRGA818,12091629,12,9,1629,6252,Jan Laurys,De Brye,"Jan Laurys, De Brye",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,12091629,12,9,1629,6136,Angelus,De Clerck,"Angelus, De Clerck",,,,,,,painter,painter,painter,leermeester,mentor,start
BRGA818,12091640,12,9,1640,2908,Gillis,Penninckx,"Gillis, Penninckx",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,12091640,12,9,1640,6023,Lenard,Wauwermans,"Lenard, Wauwermans",,,,,,,painter,painter,painter,leermeester,mentor,former
BRGA818,12101603,12,10,1603,6093,Sennyn,Van Eyck,"Sennyn, Van Eyck",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,12101603,12,10,1603,5945,Denys,Van Alsloot,Denis van Alsloot,Mechelen,,painter,male,Southern Netherlands,https://www.wikidata.org/wiki/Q904000,member,member,painter,leermeester,mentor,start
BRGA818,12101613A,12,10,1613,6906,Michiel,Peres,"Michiel, Peres",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,12101613A,12,10,1613,6472,Jacques,Regaets,"Jacques, Regaets",,,,,,,painter,painter,painter,leermeester,mentor,start
BRGA818,12101613B,12,10,1613,6912,Carel,Montien,"Carel, Montien",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,12101613B,12,10,1613,6089,Servaes,Coels,"Servaes, Coels",,,,,,,painter,painter,painter,leermeester,mentor,start
BRGA818,12101613C,12,10,1613,6916,Joos,De Vriendt,"Joos, De Vriendt",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,12101613C,12,10,1613,6915,Lucas,Claessens,"Lucas, Claessens",,,,,,,painter,painter,painter,leermeester,mentor,start
BRGA818,12101620,12,10,1620,6969,Pierre,Tassot,"Pierre, Tassot",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,12101620,12,10,1620,6062,Lanceloot,Lefebure,Lanceloot Lefebure,Mechelen,,painter,male,,https://www.wikidata.org/wiki/Q27506750,painter,painter,painter,leermeester,mentor,start
BRGA818,12101623,12,10,1623,6532,Jacob,Mememans,"Jacob, Mememans",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,12101623,12,10,1623,6023,Lenard,Wauwermans,"Lenard, Wauwermans",,,,,,,painter,painter,painter,leermeester,mentor,start
BRGA818,12101689,12,10,1689,5670,Gillis,Bouvin,"Gillis, Bouvin",,,,,,,glazier,glazier,glazier,apprentice,apprentice,start
BRGA818,12101689,12,10,1689,3093,Jan,Schoreels,"Jan, Schoreels",,,,,,,glazier,glazier,glazier,leermeester,mentor,start
BRGA818,12111605,12,11,1605,6180,Michiel,De Noye,"Michiel, De Noye",,,,,,,member,member,member,master,master,start
BRGA818,12111605,12,11,1605,5929,Philips,Van Bentem,"Philips, Van Bentem",,,,,,,member,member,member,master,master,former
BRGA818,12111620,12,11,1620,6596,Jan,De Roy,"Jan, De Roy",,,,,,,member,member,member,master,master,start
BRGA818,12111620,12,11,1620,6596,Jan,De Roy,"Jan, De Roy",,,,,,,member,member,member,apprentice,apprentice,former
BRGA818,12111620,12,11,1620,6089,Servaes,Coels,"Servaes, Coels",,,,,,,member,member,member,leermeester,mentor,former
BRGA818,12121612,12,12,1612,6852,Jan,De Prie,"Jan, De Prie",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,12121612,12,12,1612,6349,David,Ringheler,"David, Ringheler",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,13011630,13,1,1630,2900,Willem,Lauwers,"Willem, Lauwers",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,13011630,13,1,1630,2902,Maximiliaen,Van der Elst,"Maximiliaen, Van der Elst",,,,,,,painter,painter,painter,leermeester,mentor,start
BRGA818,13011639A,13,1,1639,2784,Francois,Coppens,"Francois, Coppens",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,13011639A,13,1,1639,2786,Engel,Van den Bosch,"Engel, Van den Bosch",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,13011639B,13,1,1639,2787,Antoon,Van der Keersen,"Antoon, Van der Keersen",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,13011639B,13,1,1639,5883,Peter,Van Capenborcht,"Peter, Van Capenborcht",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,13011675,13,1,1675,5401,Cornelis,Huysmans,Cornelis Huysmans,Antwerp,,painter,male,Habsburg Netherlands,https://www.wikidata.org/wiki/Q323617,painter,painter,painter,master,master,start
BRGA818,13011693,13,1,1693,5721,Peter,De Winter,"Peter, De Winter",,,,,,,glazier,glazier,glazier,apprentice,apprentice,start
BRGA818,13011693,13,1,1693,2187,Erasmus,Crock,"Erasmus, Crock",,,,,,,glazier,glazier,glazier,leermeester,mentor,start
BRGA818,13021603,13,2,1603,6068,Jan,Verbelen,"Jan, Verbelen",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,13021603,13,2,1603,6070,Francois,Verbelen,"Francois, Verbelen",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,13021610,13,2,1610,3195,Godfried,Allaert,"Godfried, Allaert",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,13021610,13,2,1610,5925,Antoon,Van der Meren,"Antoon, Van der Meren",,,,,,,painter,painter,painter,leermeester,mentor,start
BRGA818,13021617A,13,2,1617,6712,Carel,Van der Gucht,"Carel, Van der Gucht",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,13021617A,13,2,1617,2926,Jan,De Paege,"Jan, De Paege",,,,,,,painter,painter,painter,leermeester,mentor,start
BRGA818,13021617B,13,2,1617,532,Louis,Cousin,Louis Cousin,Paris,president,economist,male,France,,painter,painter,painter,apprentice,apprentice,start
,,,,,,,,,,seat 3 of the Académie française,linguist,,,,,,member,,,
,,,,,,,,,,,historian,,,,,,member,,,
,,,,,,,,,,,translator,,,,,,member,,,
,,,,,,,,,,,lawyer,,,,,,member,,,
BRGA818,13021617B,13,2,1617,6106,Gillis,Claessens,Gillis Claes,,,,male,Netherlands,https://www.wikidata.org/wiki/Q114593974,painter,painter,painter,leermeester,mentor,start
BRGA818,13021618,13,2,1618,6714,Pangras,Beeneken,"Pangras, Beeneken",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,13021618,13,2,1618,6084,Peter,Coppens,"Peter, Coppens",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,13021651,13,2,1651,3154,Willem,Klaret,"Willem, Klaret",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,13021651,13,2,1651,2860,Jacob,De Backer,Jacob Adriaensz Backer,Harlingen,,painter,male,Dutch Republic,,member,member,painter,leermeester,mentor,start
BRGA818,13021661A,13,2,1661,563,Peter,Van Orley,Pieter van Orley,City of Brussels,,painter,male,Habsburg Netherlands,https://www.wikidata.org/wiki/Q17636711,member,member,painter,meesterszoon,master's son,start
BRGA818,13021661B,13,2,1661,5490,Willem,Piscador,"Willem, Piscador",,,,,,,member,member,member,meesterszoon,master's son,start
BRGA818,13031608,13,3,1608,6354,Lucas,Waeykarts,"Lucas, Waeykarts",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,13031608,13,3,1608,6070,Francois,Verbelen,"Francois, Verbelen",,,,,,,painter,painter,painter,leermeester,mentor,start
BRGA818,13041609,13,4,1609,6062,Lanceloot,Lefebure,Lanceloot Lefebure,Mechelen,,painter,male,,https://www.wikidata.org/wiki/Q27506750,member,member,painter,master,master,start
BRGA818,13051633,13,5,1633,6060,Gillis,Van Blayenbergh,"Gillis, Van Blayenbergh",,,,,,,member,member,member,master,master,start
BRGA818,13051633,13,5,1633,6062,Lanceloot,Lefebure,Lanceloot Lefebure,Mechelen,,painter,male,,https://www.wikidata.org/wiki/Q27506750,member,member,painter,leermeester,mentor,former
BRGA818,13051633,13,5,1633,6060,Gillis,Van Blayenbergh,"Gillis, Van Blayenbergh",,,,,,,member,member,member,apprentice,apprentice,former
BRGA818,13051643,13,5,1643,2950,Francois,Morren,François Morren,,,sprinter,male,Belgium,https://www.wikidata.org/wiki/Q13637707,member,member,member,apprentice,apprentice,start
,,,,,,,,,,,middle-distance runner,,,,,,member,,,
BRGA818,13051643,13,5,1643,2945,Daniel,Van Schoor,"Daniel, Van Schoor",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,13051650,13,5,1650,3105,Philips,Schalie,"Philips, Schalie",,,,,,,member,member,member,meesterszoon,master's son,start
BRGA818,13051650,13,5,1650,3106,Peter,Schalie,"Peter, Schalie",,,,,,,member,member,member,master,master,
BRGA818,13061608,13,6,1608,6362,Jacques,Van Overstraeten,"Jacques, Van Overstraeten",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,13061608,13,6,1608,6036,Willem,Van Worms,"Willem, Van Worms",,,,,,,painter,painter,painter,leermeester,mentor,start
BRGA818,13061609,13,6,1609,6432,Augustyn,Van der Venne,"Augustyn, Van der Venne",,,,,,,member,member,member,master,master,start
BRGA818,13061643A,13,6,1643,2959,Antoon,Symons,"Antoon, Symons",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,13061643A,13,6,1643,2961,Jan,Bauwens,Jan Bauwens,,,journalist,male,Belgium,https://www.wikidata.org/wiki/Q3505653,member,member,member,leermeester,mentor,start
BRGA818,13061643B,13,6,1643,2962,Peter,Nys,"Peter, Nys",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,13061643B,13,6,1643,2898,Peter,Van Gindertaelen,"Peter, Van Gindertaelen",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,13071632,13,7,1632,6095,Daniel,De la Fontaine,"Daniel, De la Fontaine",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,13071632,13,7,1632,2932,Jan,Van Velthoven,"Jan, Van Velthoven",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,13071634,13,7,1634,2935,Jacob,Godsvriendt,"Jacob, Godsvriendt",,,,,,,member,member,member,apprentice,apprentice,former
BRGA818,13071634,13,7,1634,6618,Willem,Van den Eynde,Willem Van den Eynde,Herentals,,sport cyclist,male,Belgium,https://www.wikidata.org/wiki/Q1990312,member,member,member,leermeester,mentor,former
BRGA818,13071634,13,7,1634,2935,Jacob,Godsvriendt,"Jacob, Godsvriendt",,,,,,,member,member,member,master,master,start
BRGA818,13071682,13,7,1682,5560,Laurys,Van Andris,"Laurys, Van Andris",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,13071682,13,7,1682,5499,Cornelis,Gillis,"Cornelis, Gillis",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,13071682A,13,7,1682,5563,Thomas,Van Greuls,"Thomas, Van Greuls",,,,,,,painter,painter,painter,recognitie,master,start
BRGA818,13071682B,13,7,1682,5564,,De Vocht,Wim De Vocht,Turnhout,,sport cyclist,male,Belgium,https://www.wikidata.org/wiki/Q2000453,painter,painter,painter,recognitie,master,start
BRGA818,13071686,13,7,1686,5617,Peter,,"Peter,",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,13071686,13,7,1686,5549,Adriaen Francois,Baudewyns,Adriaen Frans Boudewyns,City of Brussels,,painter,male,Southern Netherlands,https://www.wikidata.org/wiki/Q2644710,member,member,painter,leermeester,mentor,start
,,,,,,,,,,,printmaker,,,,,,member,,,
BRGA818,13081608A,13,8,1608,6372,Hans,Van den Eynde,"Hans, Van den Eynde",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,13081608A,13,8,1608,5925,Antoon,Van der Meren,"Antoon, Van der Meren",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,13081608B,13,8,1608,6374,Fernand,Van den Velde,"Fernand, Van den Velde",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,13081608B,13,8,1608,6104,Jan Baptist,Grondone,"Jan Baptist, Grondone",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,13081635A,13,8,1635,6008,Jan,Van der Vliet,Jan van der Vliet,Heemstede,,rower,male,Kingdom of the Netherlands,https://www.wikidata.org/wiki/Q2174702,member,member,member,apprentice,apprentice,start
BRGA818,13081635A,13,8,1635,2854,Philips,Van der Elst,"Philips, Van der Elst",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,13081635B,13,8,1635,6013,Antoon,Fransman,"Antoon, Fransman",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,13081635B,13,8,1635,2949,Antoon,Van Beveren,"Antoon, Van Beveren",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,13101604,13,10,1604,6076,Louis,Van den Pleyne,"Louis, Van den Pleyne",,,,,,,member,member,member,master,master,start
BRGA818,13101604,13,10,1604,6077,Nicolaes,Van Nevele,"Nicolaes, Van Nevele",,,,,,,member,member,member,leermeester,mentor,former
BRGA818,13101611,13,10,1611,6781,Florentin,Collineau,"Florentin, Collineau",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,13101611,13,10,1611,5947,Philips,Britseels,"Philips, Britseels",,,,,,,painter,painter,painter,leermeester,mentor,start
BRGA818,13101662,13,10,1662,509,Jacques,Artois,Jacques d'Arthois,City of Brussels,,painter,male,Southern Netherlands,,painter,painter,painter,leermeester,mentor,former
,,,,,,,,,,,drawer,,,,,,member,,,
BRGA818,13101662,13,10,1662,2964,Cornelis,Van Empel,"Cornelis, Van Empel",,,,,,,painter,painter,painter,apprentice,apprentice,former
BRGA818,13101662,13,10,1662,2964,Cornelis,Van Empel,"Cornelis, Van Empel",,,,,,,painter,painter,painter,cortosie,master,start
BRGA818,13111646A,13,11,1646,3060,Jacques,Wauters,Jacques Wauters,,,journalist,male,Belgium,https://www.wikidata.org/wiki/Q64771382,member,member,member,apprentice,apprentice,start
BRGA818,13111646A,13,11,1646,2949,Antoon,Van Beveren,"Antoon, Van Beveren",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,13111646B,13,11,1646,3062,Jacob,Coremans,"Jacob, Coremans",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,13111646B,13,11,1646,2866,Peter,Meerts,Peter Meert,,,artist,male,,https://www.wikidata.org/wiki/Q97583400,member,member,member,leermeester,mentor,start
BRGA818,13111646C,13,11,1646,3064,Cornelis,Goosens,"Cornelis, Goosens",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,13111646C,13,11,1646,2829,Antoon,Van Opstal,Anthony van Opstal,Antwerp,,painter,male,,https://www.wikidata.org/wiki/Q90405764,member,member,painter,leermeester,mentor,start
BRGA818,13111660A,13,11,1660,3138,Jan,Cortois,"Jan, Cortois",,,,,,,goudslager,gold beater,gold beater,leermeester,mentor,start
BRGA818,13111660A,13,11,1660,5733,Francois,Raes,"Francois, Raes",,,,,,,goudslager,gold beater,gold beater,apprentice,apprentice,start
BRGA818,13111660B,13,11,1660,3510,Jan,Raes,Jan Raes II,,,tapestry weaver,male,Southern Netherlands,,goudslager,gold beater,gold beater,leermeester,mentor,start
BRGA818,13111660B,13,11,1660,5736,Francois,Pauwels,"Francois, Pauwels",,,,,,,goudslager,gold beater,gold beater,apprentice,apprentice,start
BRGA818,13111660C,13,11,1660,5739,Eduaert,Sanderlin,"Eduaert, Sanderlin",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,13111660C,13,11,1660,5896,Peter,Snayers,Peter Snayers,Antwerp,court painter,painter,male,Habsburg Netherlands,https://www.wikidata.org/wiki/Q673615,painter,painter,painter,leermeester,mentor,start
BRGA818,13111660D,13,11,1660,5757,Jacques Baptist,Blocheau,"Jacques Baptist, Blocheau",,,,,,,goudslager,gold beater,gold beater,apprentice,apprentice,start
BRGA818,13111660D,13,11,1660,3252,Francois,Ysenbaut,"Francois, Ysenbaut",,,,,,,goudslager,gold beater,gold beater,leermeester,mentor,start
BRGA818,13121611,13,12,1611,6809,Bernard,De Wevere,"Bernard, De Wevere",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,13121611,13,12,1611,6523,Willem,Van Graenenbroeck,"Willem, Van Graenenbroeck",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,13121634A,13,12,1634,2970,Gillis,Van Waeyenbergh,"Gillis, Van Waeyenbergh",,,,,,,glazier,glazier,glazier,apprentice,apprentice,start
BRGA818,13121634A,13,12,1634,2915,Lucas,De Kemp,"Lucas, De Kemp",,,,,,,glazier,glazier,glazier,leermeester,mentor,start
BRGA818,13121634B,13,12,1634,6028,Jan,De Post,"Jan, De Post",,,,,,,goudslager,gold beater,gold beater,apprentice,apprentice,start
