source,source_entry,date_day,date_month,date_year,actor_id,actor_first_name,actor_surname,wikidata_name,place_of_birth,position_held,occupation,sex_or_gender,country_of_citizenship,wikidata_uri,role,role_en,role_en_reconciled,status,status_en,phase
BRGA818,4011624,4,1,1624,5786,Severyn,Diertyts,"Severyn, Diertyts",,,,,,,painter,painter,painter,master,master,start
BRGA818,4011624,4,1,1624,5786,Severyn,Diertyts,"Severyn, Diertyts",,,,,,,painter,painter,painter,apprentice,apprentice,former
BRGA818,4011624,4,1,1624,6516,Joris,Donckerwolck,"Joris, Donckerwolck",,,,,,,painter,painter,painter,leermeester,mentor,former
BRGA818,4011647,4,1,1647,3068,Jan Baptist,De Carrion,"Jan Baptist, De Carrion",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,4011647,4,1,1647,2854,Philips,Van der Elst,"Philips, Van der Elst",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,4021613,4,2,1613,6211,Philips,De Vadder,"Philips, De Vadder",,,,,,,painter,painter,painter,master,master,start
BRGA818,04021614A,4,2,1614,6913,Quinten,Symons,"Quinten, Symons",,,,,,,member,member,member,master,master,start
BRGA818,04021614A,4,2,1614,6913,Quinten,Symons,"Quinten, Symons",,,,,,,member,member,member,apprentice,apprentice,former
BRGA818,04021614A,4,2,1614,5995,Peter,Noveliers,Peter Noveliers,,court painter,painter,male,Southern Netherlands,https://www.wikidata.org/wiki/Q130396271,member,member,painter,leermeester,mentor,former
,,,,,,,,,,,curator,,,,,,member,,,
BRGA818,04021614B,4,2,1614,6754,Carel,Herssel,"Carel, Herssel",,,,,,,painter,painter,painter,master,master,start
BRGA818,04021614B,4,2,1614,6754,Carel,Herssel,"Carel, Herssel",,,,,,,painter,painter,painter,apprentice,apprentice,former
BRGA818,04021614B,4,2,1614,2821,David,Noveliers,"David, Noveliers",,,,,,,painter,painter,painter,leermeester,mentor,former
BRGA818,04021614C,4,2,1614,6920,Jacob,Verberghen,"Jacob, Verberghen",,,,,,,painter,painter,painter,master,master,start
BRGA818,04021614C,4,2,1614,6920,Jacob,Verberghen,"Jacob, Verberghen",,,,,,,painter,painter,painter,apprentice,apprentice,former
BRGA818,04021614C,4,2,1614,6106,Gillis,Claessens,Gillis Claes,,,,male,Netherlands,https://www.wikidata.org/wiki/Q114593974,painter,painter,painter,leermeester,mentor,former
BRGA818,04021614D,4,2,1614,6161,Jan,Noveliers,"Jan, Noveliers",,,,,,,painter,painter,painter,master,master,start
BRGA818,04021614D,4,2,1614,6161,Jan,Noveliers,"Jan, Noveliers",,,,,,,painter,painter,painter,apprentice,apprentice,former
BRGA818,04021614D,4,2,1614,5995,Peter,Noveliers,Peter Noveliers,,court painter,painter,male,Southern Netherlands,https://www.wikidata.org/wiki/Q130396271,painter,painter,painter,leermeester,mentor,former
,,,,,,,,,,,curator,,,,,,member,,,
BRGA818,04021614E,4,2,1614,6182,Hans,Besoete,"Hans, Besoete",,,,,,,painter,painter,painter,master,master,start
BRGA818,04021614E,4,2,1614,6182,Hans,Besoete,"Hans, Besoete",,,,,,,painter,painter,painter,apprentice,apprentice,former
BRGA818,04021614E,4,2,1614,6104,Jan Baptist,Grondone,"Jan Baptist, Grondone",,,,,,,painter,painter,painter,leermeester,mentor,former
BRGA818,04021614F,4,2,1614,6925,Salomon,Noveliers,Salomon Noveliers,,court painter,painter,male,Southern Netherlands,https://www.wikidata.org/wiki/Q130396528,member,member,painter,meesterszoon,master's son,start
,,,,,,,,,,,art dealer,,,,,,member,,,
,,,,,,,,,,,curator,,,,,,member,,,
BRGA818,04021614F,4,2,1614,5995,Peter,Noveliers,Peter Noveliers,,court painter,painter,male,Southern Netherlands,https://www.wikidata.org/wiki/Q130396271,member,member,painter,master,master,
,,,,,,,,,,,curator,,,,,,member,,,
BRGA818,4021624,4,2,1624,6513,Gaspar,Picron,"Gaspar, Picron",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,4021624,4,2,1624,713,Gaspar,De Craeyer,Gaspar de Crayer,Antwerp,court painter,painter,male,Habsburg Netherlands,https://www.wikidata.org/wiki/Q570172,painter,painter,painter,leermeester,mentor,start
BRGA818,04021631A,4,2,1631,6144,Jan,Waelens,"Jan, Waelens",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,04021631A,4,2,1631,2809,Peter,Van der Borcht,Pieter van der Borcht (III),City of Brussels,,painter,male,Southern Netherlands,https://www.wikidata.org/wiki/Q768316,member,member,painter,leermeester,mentor,start
BRGA818,04021631B,4,2,1631,6146,Jacques,Domingo,"Jacques, Domingo",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,04021631B,4,2,1631,6601,Francois,Mossens,"Francois, Mossens",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,4031638,4,3,1638,5833,Richard,Van Orley,Richard van Orley,City of Brussels,,painter,male,Habsburg Netherlands,https://www.wikidata.org/wiki/Q2124452,member,member,painter,master,master,start
,,,,,,,,,,,visual artist,,,,,,member,,,
BRGA818,4041609,4,4,1609,6420,Francois,Van Volxem,"Francois, Van Volxem",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,4041609,4,4,1609,6106,Gillis,Claessens,Gillis Claes,,,,male,Netherlands,https://www.wikidata.org/wiki/Q114593974,member,member,member,leermeester,mentor,start
BRGA818,4051614,4,5,1614,6328,Bernard,Van Rampelbergh,"Bernard, Van Rampelbergh",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,4051614,4,5,1614,6021,Michiel,De Haese,"Michiel, De Haese",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,4051623,4,5,1623,6538,Peter,Doms,"Peter, Doms",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,4051623,4,5,1623,6214,Jan,Bouillon,"Jan, Bouillon",,,,,,,painter,painter,painter,leermeester,mentor,start
BRGA818,4051628,4,5,1628,6337,Johan Remy,Christoffel,"Johan Remy, Christoffel",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,4051628,4,5,1628,6507,Willem,Van Yperseel,"Willem, Van Yperseel",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,4051650,4,5,1650,3125,Gelaude,Fige,"Gelaude, Fige",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,4051650,4,5,1650,490,Antoon,Sallaert,Antoon Sallaert,City of Brussels,,painter,male,Habsburg Netherlands,https://www.wikidata.org/wiki/Q2339877,member,member,painter,leermeester,mentor,start
,,,,,,,,,,,tapestry designer,,,,,,member,,,
,,,,,,,,,,,drawer,,,,,,member,,,
,,,,,,,,,,,engraver,,,,,,member,,,
BRGA818,4051667,4,5,1667,5391,Jan,Caffmeyer,"Jan, Caffmeyer",,,,,,,glazier,glazier,glazier,apprentice,apprentice,start
BRGA818,4051667,4,5,1667,3270,Michiel,Coolemans,"Michiel, Coolemans",,,,,,,glazier,glazier,glazier,leermeester,mentor,start
BRGA818,04051681A,4,5,1681,5336,Nicolaes,Van den Schilde,"Nicolaes, Van den Schilde",,,,,,,glazier,glazier,glazier,master,master,start
BRGA818,04051681B,4,5,1681,5337,Peter,Hendrickx,"Peter, Hendrickx",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,04051681B,4,5,1681,513,Lucas,Achtschellinck,Lucas Achtschellinck,City of Brussels,,painter,male,Spanish Netherlands,https://www.wikidata.org/wiki/Q1873054,painter,painter,painter,leermeester,mentor,start
BRGA818,4051682,4,5,1682,5545,Johannes Francois,Le Fils,"Johannes Francois, Le Fils",,,,,,,painter,painter,painter,master,master,start
BRGA818,4061616,4,6,1616,6795,Jan,De Vos,Jan de Vos,Leiden,,painter,male,Norway,,member,member,painter,master,master,start
BRGA818,4061616,4,6,1616,6795,Jan,De Vos,Jan de Vos,Leiden,,painter,male,Norway,,member,member,painter,apprentice,apprentice,former
BRGA818,4061616,4,6,1616,2821,David,Noveliers,"David, Noveliers",,,,,,,member,member,member,leermeester,mentor,former
BRGA818,4061620,4,6,1620,2903,Jan Baptist,Piscador,"Jan Baptist, Piscador",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,4061620,4,6,1620,2905,Alexander,Bert,"Alexander, Bert",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,4071661,4,7,1661,5751,Michiel,Van Grouchom,"Michiel, Van Grouchom",,,,,,,member,member,member,master,master,start
BRGA818,4081693,4,8,1693,5723,Gaspar,Van Noye,"Gaspar, Van Noye",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,4081693,4,8,1693,563,Peter,Van Orley,Pieter van Orley,City of Brussels,,painter,male,Habsburg Netherlands,https://www.wikidata.org/wiki/Q17636711,painter,painter,painter,leermeester,mentor,start
BRGA818,4091614,4,9,1614,6889,Lieven,Van den Bosch,"Lieven, Van den Bosch",,,,,,,glazier,glazier,glazier,apprentice,apprentice,start
BRGA818,4091614,4,9,1614,6842,Jan,De Kemp,"Jan, De Kemp",,,,,,,glazier,glazier,glazier,leermeester,mentor,start
BRGA818,4091624,4,9,1624,6497,Johannes,Keelpachter,"Johannes, Keelpachter",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,4091624,4,9,1624,6499,[widow of] Roeland,Heussewiel,"[widow of] Roeland, Heussewiel",,,,,,,painter,painter,painter,leermeester,mentor,start
BRGA818,4101663,4,10,1663,5641,Jan Carel,Van Bremt,"Jan Carel, Van Bremt",,,,,,,painter,painter,painter,master,master,start
BRGA818,4101663,4,10,1663,5641,Jan Carel,Van Bremt,"Jan Carel, Van Bremt",,,,,,,painter,painter,painter,apprentice,apprentice,former
BRGA818,4111603,4,11,1603,6097,George,Van Lemt,"George, Van Lemt",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,4111603,4,11,1603,6101,Hans,Vooremans,"Hans, Vooremans",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,4111631,4,11,1631,3249,Joos,Van den Winckel,"Joos, Van den Winckel",,,,,,,member,member,member,master,master,start
BRGA818,4111669,4,11,1669,3246,Joris,Ringheler,"Joris, Ringheler",,,,,,,glazier,glazier,glazier,leermeester,mentor,former
BRGA818,4111669,4,11,1669,5426,Peter,De Rauw,"Peter, De Rauw",,,,,,,glazier,glazier,glazier,master,master,start
BRGA818,4111669,4,11,1669,5426,Peter,De Rauw,"Peter, De Rauw",,,,,,,glazier,glazier,glazier,apprentice,apprentice,former
BRGA818,4121610,4,12,1610,6523,Willem,Van Graenenbroeck,"Willem, Van Graenenbroeck",,,,,,,member,member,member,master,master,start
BRGA818,4121610,4,12,1610,6678,Vincent,Le Reimenants,"Vincent, Le Reimenants",,,,,,,member,member,member,leermeester,mentor,former
BRGA818,4121610,4,12,1610,6523,Willem,Van Graenenbroeck,"Willem, Van Graenenbroeck",,,,,,,member,member,member,apprentice,apprentice,former
BRGA818,5011619,5,1,1619,6646,Francois,Van der Plas,"Francois, Van der Plas",,,,,,,member,member,member,master,master,start
BRGA818,5011676,5,1,1676,5396,Jan Baptist,Maes,"Jan Baptist, Maes",,,,,,,goudslager,gold beater,gold beater,apprentice,apprentice,start
BRGA818,5011676,5,1,1676,5397,Hendrick,Van den Steen,"Hendrick, Van den Steen",,,,,,,goudslager,gold beater,gold beater,leermeester,mentor,start
BRGA818,5011676,5,1,1676,5482,Jan [b],Raes,"Jan [b], Raes",,,,,,,goudslager,gold beater,gold beater,leermeester,mentor,former
BRGA818,5011691,5,1,1691,5899,Joseph,Laboureur,"Joseph, Laboureur",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,5011691,5,1,1691,582,Jacob,Van der Heyden,Jacob van der Heyden,,,painter,male,,,member,member,painter,leermeester,mentor,start
BRGA818,5021608,5,2,1608,6316,Hans,Van Asbrock,"Hans, Van Asbrock",,,,,,,goudslager,gold beater,gold beater,master,master,start
BRGA818,5021608,5,2,1608,6316,Hans,Van Asbrock,"Hans, Van Asbrock",,,,,,,goudslager,gold beater,gold beater,apprentice,apprentice,former
BRGA818,05021629A,5,2,1629,6283,Antoon,Steps,"Antoon, Steps",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,05021629A,5,2,1629,6084,Peter,Coppens,"Peter, Coppens",,,,,,,painter,painter,painter,leermeester,mentor,start
BRGA818,05021629B,5,2,1629,6287,Abraham,Sdrooghen,"Abraham, Sdrooghen",,,,,,,goudslager,gold beater,gold beater,apprentice,apprentice,start
BRGA818,05021629B,5,2,1629,6289,Jan,Van Waelant,"Jan, Van Waelant",,,,,,,goudslager,gold beater,gold beater,leermeester,mentor,start
BRGA818,05021629C,5,2,1629,6291,Louis,Catalyn,"Louis, Catalyn",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,05021629C,5,2,1629,6024,Jacques,Faydherbe,"Jacques, Faydherbe",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,5021630,5,2,1630,6218,Arnold,Van Overstraeten,"Arnold, Van Overstraeten",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,5021630,5,2,1630,2818,Peter,Busset,"Peter, Busset",,,,,,,painter,painter,painter,leermeester,mentor,start
BRGA818,5021653,5,2,1653,3181,Jan,Lenaerts,"Jan, Lenaerts",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,5021653,5,2,1653,3152,Joos,Van Craesbeeck,Joos van Craesbeeck,Linter,,painter,male,Southern Netherlands,https://www.wikidata.org/wiki/Q1703544,member,member,painter,leermeester,mentor,start
BRGA818,05031651A,5,3,1651,3145,Daniel,Vaillant,Daniel Vaillant,Lormes,member of the French National Assembly,politician,male,France,https://www.wikidata.org/wiki/Q1905371,member,member,member,meesterszoon,master's son,start
,,,,,,,,,,mayor of a place in France,,,,,,,member,,,
,,,,,,,,,,member of the regional council of Île-de-France,,,,,,,member,,,
,,,,,,,,,,member of the French National Assembly,,,,,,,member,,,
,,,,,,,,,,member of the French National Assembly,,,,,,,member,,,
,,,,,,,,,,member of the French National Assembly,,,,,,,member,,,
,,,,,,,,,,member of the French National Assembly,,,,,,,member,,,
,,,,,,,,,,member of the French National Assembly,,,,,,,member,,,
,,,,,,,,,,Minister of the Interior of France,,,,,,,member,,,
BRGA818,05031651A,5,3,1651,2838,Gerard,Van Hoochstadt,"Gerard, Van Hoochstadt",,,,,,,member,member,member,leermeester,mentor,former
BRGA818,05031651A,5,3,1651,3146,Jan,Vaillant,Jan Vaillant,Lille,,painter,male,Netherlands,https://www.wikidata.org/wiki/Q4102462,member,member,painter,master,master,
,,,,,,,,,,,engraver,,,,,,member,,,
,,,,,,,,,,,merchant,,,,,,member,,,
,,,,,,,,,,,etcher,,,,,,member,,,
BRGA818,05031651B,5,3,1651,3147,Jan Baptist,Claessens,"Jan Baptist, Claessens",,,,,,,member,member,member,meesterszoon,master's son,start
BRGA818,05031651B,5,3,1651,6106,Gillis,Claessens,Gillis Claes,,,,male,Netherlands,https://www.wikidata.org/wiki/Q114593974,member,member,member,master,master,
BRGA818,05031651C,5,3,1651,3149,Joos,Van den Bossche,"Joos, Van den Bossche",,,,,,,member,member,member,meesterszoon,master's son,start
BRGA818,05031651C,5,3,1651,2786,Engel,Van den Bosch,"Engel, Van den Bosch",,,,,,,member,member,member,master,master,
BRGA818,05031651D,5,3,1651,3151,Carel,Van den Steen,"Carel, Van den Steen",,,,,,,member,member,member,meesterszoon,master's son,start
BRGA818,05031651D,5,3,1651,3150,Carel,Van den Steen,"Carel, Van den Steen",,,,,,,member,member,member,master,master,
BRGA818,05031651E,5,3,1651,2954,Louis,De Vleeshouwer,"Louis, De Vleeshouwer",,,,,,,member,member,member,master,master,start
BRGA818,05031651E,5,3,1651,512,Daniel,Van Heil,Daniel van Heil,City of Brussels,,painter,male,Habsburg Netherlands,https://www.wikidata.org/wiki/Q392090,member,member,painter,leermeester,mentor,former
BRGA818,05031651F,5,3,1651,3050,Adam Francois,Van der Meulen,Adam Frans van der Meulen,City of Brussels,court painter,painter,male,Habsburg Netherlands,https://www.wikidata.org/wiki/Q349377,member,member,painter,master,master,start
,,,,,,,,,,,publisher,,Kingdom of France,,,,member,,,
,,,,,,,,,,,visual artist,,,,,,member,,,
BRGA818,05031651F,5,3,1651,5896,Peter,Snayers,Peter Snayers,Antwerp,court painter,painter,male,Habsburg Netherlands,https://www.wikidata.org/wiki/Q673615,member,member,painter,leermeester,mentor,former
BRGA818,05031651F,5,3,1651,3050,Adam Francois,Van der Meulen,Adam Frans van der Meulen,City of Brussels,court painter,painter,male,Habsburg Netherlands,https://www.wikidata.org/wiki/Q349377,member,member,painter,apprentice,apprentice,former
,,,,,,,,,,,publisher,,Kingdom of France,,,,member,,,
,,,,,,,,,,,visual artist,,,,,,member,,,
BRGA818,05031651G,5,3,1651,3152,Joos,Van Craesbeeck,Joos van Craesbeeck,Linter,,painter,male,Southern Netherlands,https://www.wikidata.org/wiki/Q1703544,member,member,painter,master,master,start
BRGA818,05031651G,5,3,1651,3152,Joos,Van Craesbeeck,Joos van Craesbeeck,Linter,,painter,male,Southern Netherlands,https://www.wikidata.org/wiki/Q1703544,member,member,painter,apprentice,apprentice,former
BRGA818,5041606,5,4,1606,6184,Joos Baptist,Willeman,"Joos Baptist, Willeman",,,,,,,member,member,member,master,master,start
BRGA818,5041606,5,4,1606,6186,Philips,Machobeus,"Philips, Machobeus",,,,,,,member,member,member,leermeester,mentor,former
BRGA818,05041619A,5,4,1619,6633,Claude,Rosel,"Claude, Rosel",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,05041619A,5,4,1619,6575,Michiel,Van Werckhoven,"Michiel, Van Werckhoven",,,,,,,painter,painter,painter,leermeester,mentor,start
BRGA818,05041619B,5,4,1619,6649,Germeyn,Somers,"Germeyn, Somers",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,05041619B,5,4,1619,2838,Gerard,Van Hoochstadt,"Gerard, Van Hoochstadt",,,,,,,painter,painter,painter,leermeester,mentor,start
BRGA818,5041623,5,4,1623,6541,Jan Baptist,De Coninck,"Jan Baptist, De Coninck",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,5041623,5,4,1623,6089,Servaes,Coels,"Servaes, Coels",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,5051620,5,5,1620,2902,Maximiliaen,Van der Elst,"Maximiliaen, Van der Elst",,,,,,,member,member,member,master,master,start
BRGA818,5051620,5,5,1620,2902,Maximiliaen,Van der Elst,"Maximiliaen, Van der Elst",,,,,,,member,member,member,apprentice,apprentice,former
BRGA818,5051620,5,5,1620,6516,Joris,Donckerwolck,"Joris, Donckerwolck",,,,,,,member,member,member,leermeester,mentor,former
BRGA818,5051678,5,5,1678,5386,Andries,Broeckmans,"Andries, Broeckmans",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,5051678,5,5,1678,5358,Thomas,Pins,"Thomas, Pins",,,,,,,painter,painter,painter,leermeester,mentor,start
BRGA818,5061620,5,6,1620,6599,Bastiaen,Van Assche,"Bastiaen, Van Assche",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,5061620,5,6,1620,2869,Elias,Geeraerts,"Elias, Geeraerts",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,5061626,5,6,1626,6423,Peter,Cempen,"Peter, Cempen",,,,,,,glazier,glazier,glazier,apprentice,apprentice,start
BRGA818,5061626,5,6,1626,2915,Lucas,De Kemp,"Lucas, De Kemp",,,,,,,glazier,glazier,glazier,leermeester,mentor,start
BRGA818,5061640,5,6,1640,2861,Jacob,Van den Dries,"Jacob, Van den Dries",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,5061640,5,6,1640,2822,Jan,Van Daele,Jan van Dalen,Antwerp,,painter,male,Habsburg Netherlands,https://www.wikidata.org/wiki/Q27957561,member,member,painter,leermeester,mentor,start
BRGA818,5061652,5,6,1652,3170,Thomas,Cortinck,"Thomas, Cortinck",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,5061652,5,6,1652,2829,Antoon,Van Opstal,Anthony van Opstal,Antwerp,,painter,male,,https://www.wikidata.org/wiki/Q90405764,member,member,painter,leermeester,mentor,start
BRGA818,5061662,5,6,1662,5659,Jan,Van der Bruggen,Joannes van der Brugghen,City of Brussels,,painter,male,Habsburg Netherlands,https://www.wikidata.org/wiki/Q6150403,painter,painter,painter,apprentice,apprentice,start
,,,,,,,,,,,printmaker,,,,,,member,,,
,,,,,,,,,,,publisher,,,,,,member,,,
,,,,,,,,,,,art dealer,,,,,,member,,,
BRGA818,5061662,5,6,1662,3245,Gillis,Van Tilborgh,Gillis van Tilborgh,City of Brussels,,painter,male,Spanish Netherlands,https://www.wikidata.org/wiki/Q187132,painter,painter,painter,leermeester,mentor,start
BRGA818,5071621,5,7,1621,6583,Peter,De Clerck,"Peter, De Clerck",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,5071621,5,7,1621,2932,Jan,Van Velthoven,"Jan, Van Velthoven",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,05071640A,5,7,1640,2868,Jan,Geeraerts,Jan Geeraerts,Antwerp,,painter,male,Belgium,https://www.wikidata.org/wiki/Q21345506,member,member,painter,meesterszoon,master's son,start
BRGA818,05071640A,5,7,1640,2869,Elias,Geeraerts,"Elias, Geeraerts",,,,,,,member,member,member,master,master,
BRGA818,05071640B,5,7,1640,2870,Francois,Raventarie,"Francois, Raventarie",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,05071640B,5,7,1640,3002,Jan,Van Bronckhorst,Jan van Bronckhorst,Amsterdam,,painter,male,,https://www.wikidata.org/wiki/Q108661825,member,member,painter,leermeester,mentor,start
BRGA818,05081627A,5,8,1627,2976,Leo,Van Heil,Leo van Heil,City of Brussels,,painter,male,Southern Netherlands,https://www.wikidata.org/wiki/Q6524371,member,member,painter,meesterszoon,master's son,start
,,,,,,,,,,,architect,,,,,,member,,,
,,,,,,,,,,,visual artist,,,,,,member,,,
BRGA818,05081627A,5,8,1627,2812,Leo,Van Heil,Leo van Heil,City of Brussels,,painter,male,Southern Netherlands,https://www.wikidata.org/wiki/Q6524371,member,member,painter,master,master,
,,,,,,,,,,,architect,,,,,,member,,,
,,,,,,,,,,,visual artist,,,,,,member,,,
BRGA818,05081627B,5,8,1627,512,Daniel,Van Heil,Daniel van Heil,City of Brussels,,painter,male,Habsburg Netherlands,https://www.wikidata.org/wiki/Q392090,member,member,painter,meesterszoon,master's son,start
BRGA818,05081627B,5,8,1627,2812,Leo,Van Heil,Leo van Heil,City of Brussels,,painter,male,Southern Netherlands,https://www.wikidata.org/wiki/Q6524371,member,member,painter,master,master,
,,,,,,,,,,,architect,,,,,,member,,,
,,,,,,,,,,,visual artist,,,,,,member,,,
BRGA818,05081648A,5,8,1648,3086,Abraham,Van Avont,Abraham van Avont,Mechelen,,sculptor,male,Spanish Netherlands,https://www.wikidata.org/wiki/Q117050541,member,member,sculptor,apprentice,apprentice,start
,,,,,,,,,,,painter,,,,,,member,,,
BRGA818,05081648A,5,8,1648,2892,Nicolaes,Artois,"Nicolaes, Artois",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,05081648B,5,8,1648,3091,Adriaen,Van den Broeck,"Adriaen, Van den Broeck",,,,,,,member,member,member,master,master,start
BRGA818,05081648B,5,8,1648,713,Gaspar,De Craeyer,Gaspar de Crayer,Antwerp,court painter,painter,male,Habsburg Netherlands,https://www.wikidata.org/wiki/Q570172,member,member,painter,leermeester,mentor,former
BRGA818,05091616A,5,9,1616,6779,Adriaen,Goerries,"Adriaen, Goerries",,,,,,,glazier,glazier,glazier,apprentice,apprentice,start
BRGA818,05091616A,5,9,1616,2961,Jan,Bauwens,Jan Bauwens,,,journalist,male,Belgium,https://www.wikidata.org/wiki/Q3505653,glazier,glazier,glazier,leermeester,mentor,start
BRGA818,05091616B,5,9,1616,6783,Raphael,Van Arssen,"Raphael, Van Arssen",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,05091616B,5,9,1616,6629,Jan,Trippaert,"Jan, Trippaert",,,,,,,painter,painter,painter,leermeester,mentor,start
BRGA818,5101611,5,10,1611,6777,Willem,Geeraerts,"Willem, Geeraerts",,,,,,,glazier,glazier,glazier,apprentice,apprentice,start
BRGA818,5101611,5,10,1611,2961,Jan,Bauwens,Jan Bauwens,,,journalist,male,Belgium,https://www.wikidata.org/wiki/Q3505653,glazier,glazier,glazier,leermeester,mentor,start
BRGA818,5111602,5,11,1602,6064,Hans,Goddaert,"Hans, Goddaert",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,5111602,5,11,1602,6065,Francois,Tons,"Francois, Tons",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,05111620A,5,11,1620,6965,Erasmus,Lysmont,"Erasmus, Lysmont",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,05111620A,5,11,1620,2918,Severyn,De Kegel,"Severyn, De Kegel",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,05111620B,5,11,1620,6967,Otto,Van Veen,Otto van Veen,Leiden,court painter,painter,male,Habsburg Netherlands,https://www.wikidata.org/wiki/Q785355,member,member,painter,master,master,start
,,,,,,,,,,,designer,,,,,,member,,,
BRGA818,5111673,5,11,1673,5444,Huybrecht,Van Waeyenbergh,"Huybrecht, Van Waeyenbergh",,,,,,,glazier,glazier,glazier,meesterszoon,master's son,start
BRGA818,6011607,6,1,1607,6220,Vincent,Leers,"Vincent, Leers",,,,,,,member,member,member,master,master,start
BRGA818,06011640A,6,1,1640,2819,Nicolaes,Bertreyn,"Nicolaes, Bertreyn",,,,,,,member,member,member,master,master,start
BRGA818,06011640A,6,1,1640,2819,Nicolaes,Bertreyn,"Nicolaes, Bertreyn",,,,,,,member,member,member,apprentice,apprentice,former
BRGA818,06011640A,6,1,1640,2821,David,Noveliers,"David, Noveliers",,,,,,,member,member,member,leermeester,mentor,former
BRGA818,06011640B,6,1,1640,2822,Jan,Van Daele,Jan van Dalen,Antwerp,,painter,male,Habsburg Netherlands,https://www.wikidata.org/wiki/Q27957561,member,member,painter,master,master,start
BRGA818,06011640B,6,1,1640,2822,Jan,Van Daele,Jan van Dalen,Antwerp,,painter,male,Habsburg Netherlands,https://www.wikidata.org/wiki/Q27957561,member,member,painter,apprentice,apprentice,former
BRGA818,06011640B,6,1,1640,6024,Jacques,Faydherbe,"Jacques, Faydherbe",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,06021610A,6,2,1610,6473,Jacques,Van Worms,"Jacques, Van Worms",,,,,,,member,member,member,meesterszoon,master's son,start
BRGA818,06021610A,6,2,1610,6036,Willem,Van Worms,"Willem, Van Worms",,,,,,,member,member,member,master,master,
BRGA818,06021610B,6,2,1610,6643,Hendrick,Rota,"Hendrick, Rota",,,,,,,glazier,glazier,glazier,apprentice,apprentice,start
BRGA818,06021610B,6,2,1610,6428,Michiel,Geeraerts,"Michiel, Geeraerts",,,,,,,glazier,glazier,glazier,leermeester,mentor,start
BRGA818,6021663,6,2,1663,5599,Francois,Thierlinckx,"Francois, Thierlinckx",,,,,,,painter,painter,painter,apprentice,apprentice,start
BRGA818,6021663,6,2,1663,3118,Lanceloot,Volders,"Lanceloot, Volders",,,,,,,painter,painter,painter,leermeester,mentor,start
BRGA818,6041620,6,4,1620,6609,Francois,Van der Borcht,"Francois, Van der Borcht",,,,,,,member,member,member,apprentice,apprentice,start
BRGA818,6041620,6,4,1620,6023,Lenard,Wauwermans,"Lenard, Wauwermans",,,,,,,member,member,member,leermeester,mentor,start
BRGA818,06051603A,6,5,1603,6051,Gerard,Snellinckx,"Gerard, Snellinckx",,,,,,,member,member,member,master,master,start
BRGA818,06051603B,6,5,1603,3082,Cornelis,Gillis,"Cornelis, Gillis",,,,,,,glazier,glazier,glazier,apprentice,apprentice,start
BRGA818,06051603B,6,5,1603,6087,Jacques,Roddaert,"Jacques, Roddaert",,,,,,,glazier,glazier,glazier,leermeester,mentor,start
